artist,genre,averagePopularity,popularityTier
Asking Alexandria,dub,54.0,5
Asking Alexandria,dubstep,54.0,5
Asking Alexandria,metal,64.0,6
Asking Alexandria,metalcore,53.88235294117647,5
Asking Alexandria,trance,60.5,6
Aslam Abdul Majeed,malay,21.0,2
Asli GOLD,hip-hop,63.0,6
Asphalt Anton,party,27.5,2
Aspirador,sleep,38.0,3
Aspova,turkish,40.666666666666664,4
Aspyer,progressive-house,47.0,4
Asrar,indian,48.0,4
Assagai,afrobeat,17.0,1
Assassin's Creed,british,46.666666666666664,4
Assassin's Creed,french,49.0,4
Assemblage 23,industrial,23.0,2
Assia,j-dance,19.0,1
Asspera,heavy-metal,24.45762711864407,2
Asta Kask,swedish,36.0,3
Astonvilla,french,33.0,3
Astor Piazzolla Y Su Conjunto 9,tango,21.0,2
Astor Piazzolla Y Su Quinteto,tango,15.0,1
Astor Piazzolla,tango,19.470588235294116,1
Astral Projection,trance,33.0,3
Astrality,indie,0.0,0
Astrallbass,dancehall,31.5,3
Astraye,dub,38.0,3
Astraye,dubstep,38.0,3
Astrid Jones,disney,23.0,2
Astrid Sky,piano,52.0,5
Astrid S,dance,70.0,7
Astrid S,edm,69.0,6
Astrid S,electro,69.0,6
Astrid S,house,43.833333333333336,4
Astrid S,progressive-house,31.0,3
Astrid S,trip-hop,39.0,3
Astrid Varnay,opera,22.0,2
Astrix,trance,42.083333333333336,4
Astro Bunny,mandopop,23.5,2
Astronoid,black-metal,16.8,1
Astrud Gilberto,brazil,0.0,0
Astrud Gilberto,jazz,30.4,3
Astrud Gilberto,samba,30.4,3
Astrus*,chill,59.0,5
Astrus*,sad,59.0,5
Astyle Alive,j-dance,19.0,1
Astúlio Nunes,brazil,47.0,4
Asu Maralman,j-pop,37.0,3
Asu Maralman,j-rock,34.666666666666664,3
Asu Maralman,psych-rock,32.4,3
Asu Maralman,turkish,37.0,3
Asya,turkish,42.0,4
At The Gates,death-metal,26.142857142857142,2
At The Gates,goth,23.0,2
At17,cantopop,36.0,3
Ata Ebtekar,iranian,0.17647058823529413,0
Atari Teenage Riot,hardcore,42.0,4
Atari Teenage Riot,techno,42.0,4
AtariJones,chill,62.0,6
Ataxia,detroit-techno,5.5,0
Atención Atención,children,29.333333333333332,2
Atentado Napalm,brazil,46.0,4
Atharva Sanjay Joshi,folk,37.0,3
Athena,punk,42.0,4
Athena,punk-rock,37.5,3
Athena,turkish,42.0,4
Athira Janakan,malay,34.0,3
Ati242,turkish,41.05882352941177,4
Atif Aslam,indian,58.5,5
Atif Aslam,indie,55.0,5
Atif Aslam,indie-pop,55.0,5
Atif Aslam,pop,66.875,6
Atif Aslam,pop-film,63.138888888888886,6
Atilio Stampone y su Orquesta Tipica,tango,20.384615384615383,2
AtituD,gospel,41.0,4
Atitude 67,forro,43.0,4
Atitude 67,funk,48.166666666666664,4
Atitude 67,pagode,46.3,4
Atitude 67,sertanejo,47.666666666666664,4
Atjazz,chicago-house,10.0,1
Atlanta Rhythm Section,blues,0.0,0
Atlanta Rhythm Section,hard-rock,0.0,0
Atlantic Starr,disco,62.0,6
Atli Örvarsson,german,50.0,5
Atmosphere Asmr,sleep,34.0,3
Atmozfears,hardstyle,37.0,3
Atom Kobayashi,disney,30.0,3
Atomic Pulse,trance,30.0,3
Atomirotta,blues,33.333333333333336,3
Atour,electronic,45.0,4
Atreyu,alt-rock,0.0,0
Atreyu,alternative,0.0,0
Atreyu,dubstep,54.0,5
Atreyu,metal,0.0,0
Atreyu,metalcore,34.875,3
Atria,iranian,0.0,0
Atrocity,goth,21.0,2
Atsuko Takezawa,disney,29.0,2
Atta Isaacs,guitar,21.0,2
Attaque 77,punk,40.77777777777778,4
Attaque 77,punk-rock,39.07692307692308,3
Attaque 77,ska,37.529411764705884,3
Atteev,electronic,28.0,2
Attila,death-metal,24.6,2
Attila,metalcore,25.25,2
Attom,french,52.0,5
Atul Sharma,hip-hop,61.0,6
Atul Thomas Joy,children,42.0,4
Au/Ra,dub,42.0,4
Au/Ra,dubstep,42.0,4
Au/Ra,edm,42.666666666666664,4
Au/Ra,electro,48.142857142857146,4
Au/Ra,house,55.833333333333336,5
Au/Ra,progressive-house,35.0,3
Au/Ra,sad,54.0,5
Au5,dub,47.0,4
Au5,dubstep,44.6,4
Au5,trance,20.0,2
Audien,progressive-house,50.77777777777778,5
Audio Avenues,study,38.0,3
Audio Bullys,breakbeat,19.0,1
Audiofreq,hardstyle,22.0,2
Audion,minimal-techno,30.0,3
Audioscribe,drum-and-bass,44.0,4
Audioslave,alt-rock,75.0,7
Audioslave,alternative,72.0,7
Audioslave,grunge,54.0625,5
Audioslave,metal,59.5,5
Audiosonic,deep-house,59.0,5
Audiosonic,groove,59.0,5
Audiotricz,hardstyle,29.5,2
Audio,breakbeat,29.0,2
Audio,drum-and-bass,19.4,1
Audra McDonald,disney,55.0,5
Audra McDonald,show-tunes,30.75,3
Audrey Assad,alt-rock,0.0,0
Audrey Assad,alternative,0.0,0
Audrey Assad,world-music,41.0,4
Audrey Mika,chill,52.25,5
Audrey Mika,edm,65.0,6
Audrey Mika,house,65.0,6
Audrey Williams,honky-tonk,16.0,1
Audy,j-pop,38.0,3
Audy,jazz,38.0,3
Audy,malay,42.0,4
August Alsina,alternative,0.0,0
August Burns Red,death-metal,51.75,5
August Burns Red,metalcore,52.5,5
August D. Valentine,guitar,22.0,2
August Flendahl,guitar,41.5,4
Augustana,acoustic,63.0,6
Augustana,piano,63.0,6
Augustus Pablo,dub,0.0,0
Augustus Pablo,ska,0.0,0
August,emo,45.0,4
Augustín Magaldi,tango,20.0,2
Aukai,ambient,55.0,5
Auli'i Cravalho,disney,47.857142857142854,4
Auli'i Cravalho,show-tunes,47.6,4
Auntie Sally,children,32.0,3
Aunty Donna,comedy,22.4,2
Aura Vortex,trance,47.0,4
Auram,emo,47.0,4
Aurelina Dourado,brazil,46.0,4
Aurelina Dourado,gospel,40.833333333333336,4
Aurora Orchestra,british,58.0,5
Aurora Rules,hardcore,29.5,2
Aurora,disney,22.0,2
Aurélie,j-pop,71.0,7
Aurélie,jazz,71.0,7
Austin Basham,acoustic,60.0,6
Austin George,sad,57.5,5
Austin Jenckes,blues,50.0,5
Austin Leeds,progressive-house,33.0,3
Austin Mahone,progressive-house,47.0,4
Austin Mahone,spanish,50.5,5
Austin Millz,club,39.0,3
Austin Plaine,acoustic,42.5,4
Australian Chamber Orchestra,singer-songwriter,28.0,2
Australian Chamber Orchestra,songwriter,28.0,2
Austyn Johnson,show-tunes,63.0,6
Autechre,idm,16.52,1
Authen,indian,43.0,4
Authority Zero,hardcore,34.0,3
Authority Zero,ska,33.0,3
Autodidakt,club,17.0,1
Autograf,deep-house,45.0,4
Automatic Tasty,idm,23.0,2
Autopsy,grindcore,16.2,1
Autoramas,punk,38.0,3
Autoramas,punk-rock,38.0,3
Autrey,dub,45.0,4
Autrey,dubstep,45.0,4
Aux 88,detroit-techno,6.090909090909091,0
Auztin Pauers,electronic,41.0,4
Ava Asante,minimal-techno,29.0,2
Ava Decker,piano,50.0,5
Ava Max,country,60.0,6
Ava Max,dance,8.97872340425532,0
Ava Max,disco,49.0,4
Ava Max,edm,16.11111111111111,1
Ava Max,electro,62.0,6
Ava Max,house,20.8,2
Ava Max,pop,77.0,7
Ava Max,progressive-house,56.0,5
Ava Max,spanish,59.0,5
Ava Max,trance,17.416666666666668,1
Ava Silver,hardstyle,20.5,2
Ava Silver,progressive-house,52.0,5
Avail Hollywood,blues,35.0,3
Avalanch,spanish,28.5,2
Avalon,trance,37.0,3
Avancada,trance,55.5,5
Avantasia,opera,38.6,3
Avanti Nagral,indian,44.0,4
Avanti Nagral,indie,44.0,4
Avatar,death-metal,30.0,3
Avatar,goth,30.0,3
Avaxx,trance,28.5,2
Ava,detroit-techno,5.0,0
Avenged Sevenfold,alternative,51.333333333333336,5
Avenged Sevenfold,metal,56.43478260869565,5
Aventura,latino,83.0,8
Avernal,death-metal,22.0,2
Avernal,heavy-metal,22.0,2
Aversions Crown,black-metal,20.285714285714285,2
Aversions Crown,death-metal,21.0,2
Aversion,hardstyle,49.0,4
Avery Anna,country,7.111111111111111,0
Avery Storm,hardcore,35.0,3
Avhath,black-metal,22.125,2
Avi Avital,classical,0.0,0
Avi Avital,opera,22.0,2
Avial,indian,40.0,4
Aviana,metalcore,50.0,5
Avicii,dance,10.935483870967742,1
Avicii,edm,22.384615384615383,2
Avicii,house,0.0,0
Avicii,pop,43.0,4
Avicii,progressive-house,55.5,5
Avicii,trance,51.0,5
Aviella,dub,49.0,4
Aviella,dubstep,49.0,4
Aviella,edm,51.0,5
Aviella,electronic,53.0,5
Avine Vinny,forro,41.833333333333336,4
Avine Vinny,funk,46.5,4
Avine Vinny,sertanejo,46.666666666666664,4
Avion,sad,41.0,4
Aviões do Forró,forro,42.11764705882353,4
Aviões do Forró,pagode,47.0,4
Aviões do Forró,sertanejo,48.6,4
Avneet Kaur,pop,67.0,6
Avneet Khurmi,edm,49.0,4
Avneet Khurmi,indian,49.0,4
Avneet Khurmi,indie,49.0,4
Avneet Khurmi,indie-pop,49.0,4
Avoure,techno,45.42857142857143,4
Avril Smith,bluegrass,23.0,2
Avrosse,minimal-techno,17.5,1
Avslappning Sound,sleep,33.6,3
Avslut,black-metal,17.0,1
AwKarin,emo,35.0,3
Awaken I Am,metalcore,52.666666666666664,5
Awakend,dub,44.0,4
Awakend,dubstep,41.75,4
Axel Bauer,french,30.5,3
Axel Cooper,electro,0.0,0
Axel Cooper,house,0.0,0
Axel Cooper,progressive-house,55.0,5
Axel Fischer,party,24.0,2
Axel Flóvent,folk,63.0,6
Axel Gillison,piano,0.0,0
Axel Johansson,edm,55.0,5
Axel Thesleff,edm,63.0,6
Axero,deep-house,0.0,0
Axis Of Despair,grindcore,11.333333333333334,1
Axix,indie,48.0,4
Axix,indie-pop,46.5,4
Axolotes Mexicanos,spanish,66.5,6
Axonn,indian,47.0,4
Axwell /\ Ingrosso,dance,80.0,8
Axwell /\ Ingrosso,edm,74.5,7
Axwell /\ Ingrosso,electro,74.5,7
Axwell /\ Ingrosso,house,74.5,7
Axwell,disco,42.333333333333336,4
Axwell,edm,69.0,6
Axwell,electro,69.0,6
Axwell,house,69.0,6
Axwell,progressive-house,47.5,4
Axwell,trip-hop,49.0,4
Aya Hirano,j-idol,19.0,1
Aya Ingrid Alber,disney,26.0,2
Aya Nakamura,french,56.0,5
Ayah Marar,drum-and-bass,33.0,3
Ayah Marar,progressive-house,66.0,6
Ayaka Hirahara,disney,20.0,2
Ayak,deep-house,40.0,4
Ayak,groove,48.0,4
Ayano Kaneko,j-pop,54.0,5
Ayano Kaneko,j-rock,54.0,5
Ayben,turkish,38.5,3
Ayden,electronic,60.0,6
Aydilge,turkish,50.0,5
Ayesha Darbar,hip-hop,58.0,5
Ayesha Darbar,pop-film,58.0,5
Ayisha Abdul Basith,folk,38.0,3
Ayisha Abdul Basith,indian,38.0,3
Ayla Algan,turkish,40.0,4
Ayla Dikmen,turkish,37.0,3
Ayla,trance,56.0,5
Ayleen Valentine,sad,57.0,5
Aylin Aslım,punk,37.0,3
Aylin Aslım,punk-rock,37.0,3
Aylin Aslım,turkish,37.0,3
Aymará,world-music,25.0,2
Ayna,turkish,45.0,4
Ayo Jay,dancehall,53.6,5
Ayo97,mandopop,61.0,6
Ayria,industrial,23.0,2
Aysha Mathis,sleep,62.0,6
Ayten Alpman,j-pop,42.0,4
Ayten Alpman,j-rock,38.5,3
Ayten Alpman,jazz,42.0,4
Ayten Alpman,turkish,42.0,4
Ayumikurikamaki,j-idol,35.5,3
Ayush Panda,indian,42.0,4
Ayush Panda,singer-songwriter,41.0,4
Ayush Panda,songwriter,41.0,4
Ayushi Pani,samba,42.0,4
Ayushmann Khurrana,pop,67.75,6
Ayushmann Khurrana,pop-film,68.66666666666667,6
AyyLeek,emo,36.0,3
AyyLeek,sad,36.0,3
Azaad,hip-hop,62.0,6
Azaan Sami Khan,pop,67.5,6
Azap HG,turkish,43.0,4
Azarel,afrobeat,16.0,1
Azat Gimadeev,new-age,44.0,4
Azax,trance,27.0,2
Azedia,dubstep,33.0,3
Azee,soul,54.0,5
Azekel,trip-hop,44.0,4
Azevedo,funk,44.5,4
Azhirock,iranian,0.08333333333333333,0
Azooma,iranian,0.0,0
Azora Chin,mandopop,28.0,2
Aztec Camera,synth-pop,23.0,2
Azteck,progressive-house,57.333333333333336,5
Azucar Moreno,spanish,31.0,3
Azucar Negra,salsa,33.0,3
Azucena Maizani,tango,19.0,1
Azulhema,latino,39.0,3
Azulhema,reggaeton,39.0,3
Azuquita Y Su Orquesta Melao,salsa,27.0,2
Azurenity,study,35.5,3
Azuria Sky,dub,38.0,3
Azuria Sky,dubstep,36.5,3
Azur,guitar,50.0,5
Azzy,brazil,48.5,4
Ağaçkakan,turkish,40.0,4
Aşkın Nur Yengi,turkish,40.0,4
Aşık Veysel,folk,45.0,4
Aşık Veysel,turkish,44.0,4
B Praak,hip-hop,61.0,6
B Praak,indian,58.166666666666664,5
B Praak,pop,67.57142857142857,6
B Praak,pop-film,66.4,6
B Praak,singer-songwriter,63.0,6
B Praak,songwriter,63.0,6
B'z,j-pop,37.8,3
B-Front,hardstyle,32.125,3
B-Tribe,new-age,47.0,4
B-complex,drum-and-bass,35.333333333333336,3
B-qll,disco,29.0,2
B. Ajaneesh Loknath,malay,37.0,3
B. Ajaneesh Loknath,pop,67.5,6
B. Ajaneesh Loknath,pop-film,67.5,6
B.B. Jacques,french,37.0,3
B.B. King,blues,38.69230769230769,3
B.B. King,j-rock,23.571428571428573,2
B.B. King,jazz,0.0,0
B.B. King,soul,0.0,0
B.Baby,swedish,35.0,3
B.I,k-pop,69.0,6
B.Slade,chicago-house,11.0,1
B.o.B,children,0.0,0
B.o.B,kids,39.0,3
B.o.B,soul,0.0,0
B0b,malay,18.0,1
B12,idm,11.75,1
B2A,hardstyle,22.0,2
B3nte,progressive-house,49.0,4
BABYMETAL,j-idol,45.73684210526316,4
BABYMETAL,j-rock,59.0,5
BABYMETAL,metal,72.0,7
BABYMETAL,metalcore,72.0,7
BADBADNOTGOOD,jazz,71.0,7
BADBADNOTGOOD,soul,71.0,7
BADSISTA,club,24.0,2
BAEKHYUN,k-pop,62.0,6
BAIG,indie,56.0,5
BAIG,indie-pop,56.0,5
BAJOREK,disco,29.0,2
BALLISTIK BOYZ from EXILE TRIBE,j-dance,22.5,2
BAND JA NAIMON! MAXX NAKAYOSHI,j-idol,19.0,1
BAND-MAID,j-idol,41.57142857142857,4
BANGERZ,party,26.0,2
BANKS,indie-pop,0.0,0
BANNERS,dub,49.0,4
BANNERS,dubstep,49.0,4
BANNERS,indie,75.0,7
BANNERS,indie-pop,75.0,7
BANNERS,rock,75.0,7
BANTU,afrobeat,19.0,1
BARBEE BOYS,j-rock,34.42857142857143,3
BATE,malay,46.0,4
BAYNK,soul,63.0,6
BAZU,german,37.0,3
BB Brunes,french,32.0,3
BB Brunes,garage,32.0,3
BB Jürgen,party,29.0,2
BB Team,trance,53.0,5
BBS Paranoicos,hard-rock,37.6,3
BBS Paranoicos,hardcore,35.0,3
BBS Paranoicos,punk,37.6,3
BBS Paranoicos,punk-rock,37.6,3
BC Araújo,ska,35.0,3
BCN,spanish,38.0,3
BCX,deep-house,50.666666666666664,5
BCee,drum-and-bass,24.0,2
BDK,brazil,49.0,4
BEAM,chill,53.0,5
BEATDOMK,brazil,45.8,4
BEAUZ,dubstep,37.0,3
BEAUZ,edm,62.6,6
BEAUZ,electro,75.0,7
BEAUZ,german,75.0,7
BEAUZ,house,75.0,7
BEAUZ,techno,75.0,7
BEC,techno,40.0,4
BEIST,country,43.0,4
BEKA,chill,45.0,4
BELLSAINT,blues,50.0,5
BENEE,chill,0.0,0
BENEE,electro,71.0,7
BENEE,indie,1.0,0
BENEE,indie-pop,1.0,0
BETWEEN FRIENDS,indie-pop,69.0,6
BF/C,goth,24.0,2
BG,pagode,45.0,4
BHZ,german,38.875,3
BH,dub,39.0,3
BH,dubstep,37.0,3
BIA,german,79.5,7
BIA,latin,35.0,3
BIA,latino,0.0,0
BIA,reggae,0.0,0
BIA,reggaeton,34.0,3
BIBIZA,german,38.0,3
BIBI,k-pop,67.66666666666667,6
BIGBANG,k-pop,68.0,6
BIJOU,minimal-techno,21.0,2
BILBAO,german,41.0,4
BIMINI,french,57.0,5
BIN,funk,45.0,4
BJ Cole,idm,14.0,1
BJ The Chicago Kid,alternative,0.0,0
BJ The Chicago Kid,soul,0.0,0
BK,brazil,46.73684210526316,4
BK,deep-house,26.0,2
BK,funk,44.666666666666664,4
BK,happy,24.0,2
BLACKGRAPES,dancehall,33.0,3
BLACKPINK,dance,59.0,5
BLACKPINK,k-pop,69.69047619047619,6
BLACKPINK,pop,82.0,8
BLIM,breakbeat,12.5,1
BLOND:ISH,deep-house,43.833333333333336,4
BLOND:ISH,disco,42.5,4
BLOOM,electronic,51.0,5
BLOSSOM DEARIE,jazz,0.0,0
BLOT!,electronic,27.0,2
BLOT!,techno,23.0,2
BLUE ENCOUNT,alt-rock,65.0,6
BLUE ENCOUNT,alternative,65.0,6
BLUE ENCOUNT,anime,65.0,6
BLUE ENCOUNT,j-pop,65.0,6
BLUE ENCOUNT,j-rock,65.0,6
BLVCK CROWZ,drum-and-bass,23.0,2
BLVCK CROWZ,j-dance,23.0,2
BLVKSHP,sleep,58.0,5
BLÜ EYES,singer-songwriter,65.0,6
BLÜ EYES,songwriter,65.0,6
BMZ,singer-songwriter,60.0,6
BMZ,songwriter,60.0,6
BNXN fka Buju,dancehall,66.5,6
BNegão,afrobeat,28.25,2
BNegão,dub,33.666666666666664,3
BNegão,samba,37.0,3
BOL4,k-pop,71.0,7
BOP,drum-and-bass,16.0,1
BOXINBOX,chicago-house,31.0,3
BOXINBOX,spanish,26.0,2
BOØWY,j-pop,37.5,3
BOØWY,j-rock,34.43333333333333,3
BOØWY,rockabilly,31.32,3
BRADIO,j-pop,59.0,5
BRAMANE,sad,55.0,5
BRAVE,groove,33.0,3
BRAZA,brazil,47.0,4
BRAZA,reggae,47.0,4
BRDigung,punk-rock,35.0,3
BRELAND,country,0.4,0
BRIANNA,groove,40.0,4
BROODS,electronic,52.0,5
BROX,german,36.5,3
BROX,trance,33.0,3
BRVMES,club,39.0,3
BRYXON,swedish,48.0,4
BTS,dance,79.2,7
BTS,edm,61.0,6
BTS,electro,69.2,6
BTS,house,61.0,6
BTS,indie,61.0,6
BTS,indie-pop,59.5,5
BTS,k-pop,67.89677419354838,6
BTS,pop,81.83333333333333,8
BT,progressive-house,0.0,0
BT,trance,10.0,1
BUMP OF CHICKEN,j-pop,64.5,6
BUMP OF CHICKEN,j-rock,62.333333333333336,6
BURNOUT SYNDROMES,anime,54.875,5
BURNOUT SYNDROMES,j-pop,56.666666666666664,5
BURNOUT SYNDROMES,j-rock,54.875,5
BVLACLAVA,edm,40.0,4
BVLVNCE,idm,25.0,2
BVRNOUT,electronic,46.0,4
BXTR,industrial,21.0,2
BY2,mandopop,45.8,4
BY2,singer-songwriter,60.0,6
BY2,songwriter,60.0,6
BYOR,dance,87.0,8
BYOR,edm,87.0,8
BYOR,electro,87.0,8
BYOR,house,87.0,8
BYU Chamber Orchestra,show-tunes,22.0,2
BZB,happy,17.0,1
Baani Sandhu,pop,64.0,6
Baaroot,iranian,0.875,0
Baauer,electronic,58.0,5
Baba Gnohm,ambient,0.0,0
Baba Sehgal,hip-hop,56.0,5
Babasónicos,alt-rock,27.4,2
Babasónicos,alternative,0.0,0
Babasónicos,electro,0.0,0
Babasónicos,electronic,36.729729729729726,3
Babasónicos,latin,0.0,0
Babasónicos,rock,0.0,0
Babbu Maan,indian,44.0,4
Babe Rainbow,garage,57.0,5
Babe Rainbow,psych-rock,57.0,5
Babert,deep-house,0.0,0
Babert,disco,0.0,0
Babik Reinhardt,guitar,45.0,4
Babis Stokas,guitar,25.0,2
Babul Supriyo,k-pop,46.0,4
Babul Supriyo,pop-film,59.0,5
Baby Blue,drum-and-bass,44.0,4
Baby Can't Sleep,sleep,35.0,3
Baby Do Brasil,disney,18.0,1
Baby Do Brasil,r-n-b,45.0,4
Baby Jason,kids,8.0,0
Baby K,reggae,0.0,0
Baby Lullaby & Baby Lullaby,sleep,34.0,3
Baby Lullaby,sleep,23.3,2
Baby Naptime,sleep,45.0,4
Baby Queen,alternative,62.0,6
Baby Rasta & Gringo,salsa,33.0,3
Baby Rasta,latino,85.0,8
Baby Sensory,children,28.0,2
Baby Shushing,sleep,40.0,4
Baby Sleep Aid,sleep,33.0,3
Baby Sleep Lullaby Academy,sleep,32.666666666666664,3
Baby Sleep Music & Sounds Library,sleep,33.0,3
Baby Sleep Music,sleep,33.23076923076923,3
"Baby Sleep Sounds, White Noise Therapy",sleep,36.0,3
Baby Sleep Sounds,sleep,39.0,3
Baby Sleep Through the Night,sleep,35.0,3
Baby Sleep White Noise,sleep,34.0,3
Baby Sleep,sleep,43.0,4
Baby Sweet Dream,sleep,34.8,3
Baby Swetha,malay,30.0,3
Baby Tate,alternative,0.0,0
BabyFirst,children,29.0,2
BabyJake,electronic,60.0,6
Babyboomboom,kids,15.76923076923077,1
Babyface,soul,0.0,0
Babyfather,club,16.0,1
Babywine,latino,54.0,5
Babywine,reggae,54.0,5
Babywine,reggaeton,54.0,5
Bacao Rhythm & Steel Band,afrobeat,20.77777777777778,2
Baccara Smart,idm,9.0,0
Baccara,disco,63.0,6
Bachelors of Science,drum-and-bass,16.0,1
Bachman-Turner Overdrive,blues,24.0,2
Bachman-Turner Overdrive,country,0.0,0
Bachman-Turner Overdrive,folk,0.0,0
Bachman-Turner Overdrive,hard-rock,36.0,3
Bachman-Turner Overdrive,singer-songwriter,0.0,0
Bachman-Turner Overdrive,songwriter,0.0,0
Baciary,disco,30.666666666666668,3
Bacilos,latin,0.0,0
Back to Earth,new-age,20.0,2
BackRoad Gee,drum-and-bass,45.0,4
Backdrop Falls,hardcore,31.333333333333332,3
Background Ambiances,sleep,32.0,3
Background Appliances,sleep,37.0,3
Backstreet Boys,dance,81.0,8
Backstreet Girls,rock-n-roll,28.5,2
Baco Exu do Blues,brazil,47.0,4
Baco Exu do Blues,jazz,40.0,4
Baco Exu do Blues,mpb,43.0,4
Bad Boy Bill,chicago-house,8.444444444444445,0
Bad Boy Timz,dancehall,59.0,5
Bad Boys Blue,disco,57.0,5
Bad Bunny,dance,39.5,3
Bad Bunny,hip-hop,1.7333333333333334,0
Bad Bunny,latin,13.452054794520548,1
Bad Bunny,latino,39.52892561983471,3
Bad Bunny,reggae,25.477777777777778,2
Bad Bunny,reggaeton,36.95614035087719,3
Bad Bunny,salsa,66.0,6
Bad Cash Quartet,goth,24.0,2
Bad Company UK,drum-and-bass,18.0,1
Bad Company,blues,67.0,6
Bad Company,hard-rock,67.0,6
Bad Computer,trance,51.0,5
Bad English,hard-rock,65.0,6
Bad English,metal,65.0,6
Bad Gyal,latin,0.8571428571428571,0
Bad Gyal,latino,0.5,0
Bad Livers,bluegrass,23.0,2
Bad Omens,dub,57.0,5
Bad Omens,dubstep,57.0,5
Bad Omens,metalcore,59.72222222222222,5
Bad Paris,deep-house,55.0,5
Bad Wolves,alternative,69.0,6
Bad Wolves,metal,60.4,6
Bad//Dreems,garage,28.4,2
Bad/Love,club,44.0,4
BadKidMacei,kids,19.5,1
Bade Ghulam Ali Khan,classical,31.0,3
Badem,turkish,38.0,3
Baden Powell,guitar,21.22222222222222,2
Baden Powell,samba,0.0,0
Badfinger,blues,67.0,6
Badfinger,country,67.0,6
Badfinger,folk,67.0,6
Badfinger,j-pop,67.0,6
Badfinger,j-rock,59.0,5
Badfinger,power-pop,55.54545454545455,5
Badfinger,psych-rock,57.111111111111114,5
Badfinger,singer-songwriter,67.0,6
Badfinger,songwriter,67.0,6
Badflower,grunge,55.666666666666664,5
Badjack,edm,55.0,5
Badkidparis,kids,21.0,2
Badkidz,indian,41.0,4
Badrapper,dub,39.0,3
Badrapper,dubstep,39.0,3
Badshah,dancehall,41.0,4
Badshah,edm,48.0,4
Badshah,hip-hop,62.57142857142857,6
Badshah,indian,52.166666666666664,5
Badshah,indie,51.666666666666664,5
Badshah,indie-pop,47.6,4
Badshah,pop,68.125,6
Badshah,pop-film,61.25,6
Baen Mow,chill,57.5,5
Baffa-Berlingieri y su Orquesta Típica,tango,24.0,2
Baffa-Berlingieri y su Orquesta,tango,21.5,2
Baflo,disco,29.0,2
Bag Raiders,disco,63.0,6
Bagno,disco,30.0,3
Bagua Records,brazil,46.785714285714285,4
Bagua Records,funk,46.666666666666664,4
Bahadır Sağlam,turkish,40.25,4
Bahamas,folk,0.0,0
Bahamas,indie-pop,0.0,0
Bahari,dub,47.666666666666664,4
Bahari,dubstep,47.666666666666664,4
Bahari,techno,49.0,4
Bahiano,ska,19.0,1
Bahramji & Maneesh De Moor,chill,37.0,3
Bahramji,ambient,31.0,3
Bahramji,electro,50.0,5
Bahramji,electronic,38.333333333333336,3
BaianaSystem,afrobeat,28.464788732394368,2
BaianaSystem,dub,32.87179487179487,3
BaianaSystem,hard-rock,36.0,3
BaianaSystem,mpb,44.0,4
BaianaSystem,r-n-b,44.0,4
BaianaSystem,samba,38.714285714285715,3
Bailey Jehl,acoustic,51.833333333333336,5
Bailey Jehl,chill,56.0,5
Bailey Pelkman,acoustic,50.5,5
Bailey Rushlow,acoustic,52.0,5
Bailey Zimmerman,country,7.724137931034483,0
Bailey,deep-house,49.0,4
Bajka,trip-hop,45.75,4
Bakers Eddy,garage,33.0,3
Bakhova,techno,27.0,2
Bakufu Slump,j-rock,39.333333333333336,3
Bal-Sagoth,black-metal,17.5,1
Bala Desejo,mpb,40.333333333333336,4
Bala da Tropa,funk,0.0,0
"Bala, Bombom e Chocolate",pagode,47.0,4
Balalaika-Ensemble Troika,romance,10.88888888888889,1
Balan Kashmir,malay,27.0,2
Balan Kash,malay,33.0,3
Balance And Composure,grunge,29.25,2
Balance And Composure,hardcore,30.0,3
Balancear,forro,37.0,3
Balanço do Forró,forro,37.0,3
Bala,pop,68.0,6
Balbi El Chamako,latino,42.0,4
Balbi El Chamako,reggae,44.0,4
Balbi El Chamako,reggaeton,41.0,4
Balduin,deep-house,55.0,5
Balek,party,20.0,2
Balineiro,disco,30.0,3
Balineiro,party,19.333333333333332,1
Balkans,garage,24.0,2
Ballarak,minimal-techno,44.0,4
Ballarak,techno,44.0,4
Balmorhea,ambient,54.5,5
Balsam Range,bluegrass,24.75,2
Baltic House Orchestra,german,49.0,4
Baltimora,disco,68.0,6
Baltimora,synth-pop,68.0,6
Bamba Bakya,pop,72.5,7
Bamba Bakya,pop-film,72.5,7
Bamboo,show-tunes,22.0,2
Bamby,dancehall,46.0,4
Bananarama,disco,66.5,6
Bananas In Pyjamas,children,50.0,5
Band Of Skulls,garage,33.0,3
Banda & Voz,gospel,43.0,4
Banda A Loba,forro,38.5,3
Banda Autentica de Jerez,r-n-b,45.0,4
Banda Beijo,samba,37.5,3
Banda Bostik,metal,44.0,4
Banda Calypso,forro,38.5,3
Banda Carnaval,r-n-b,43.0,4
Banda Cascavel,forro,44.0,4
Banda Clave Nueva,r-n-b,42.0,4
Banda Cuisillos,r-n-b,45.27777777777778,4
Banda El Recodo,salsa,33.0,3
Banda Eva,mpb,42.25,4
Banda Eva,pagode,44.5,4
